	playerID	yearID_x	stint	teamID_x	lgID_x	G	AB	R	H	2B	3B	HR	RBI	SB	CS	BB	SO	IBB	HBP	SH	SF	GIDP	yearID_y	teamID_y	lgID_y	G_all	GS	G_batting	G_defense	G_p	G_c	G_1b	G_2b	G_3b	G_ss	G_lf	G_cf	G_rf	G_of	G_dh	G_ph	G_pr
791	kleskry01	2004	1	SDN	NL	127	402	58	117	32	2	9	66.0	3.0	2.0	73	67.0	6.0	1.0	1.0	3.0	8.0	2004	SDN	NL	127	120.0	127	118.0	0	0	18	0	0	0	104	0	0	104	3.0	7.0	0.0
793	knoedju01	2004	1	SFN	NL	1	1	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2004	SFN	NL	1	0.0	1	1.0	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0
794	knottga01	2004	1	DET	AL	36	3	2	1	0	0	0	0.0	0.0	0.0	1	1.0	0.0	0.0	1.0	0.0	0.0	2004	DET	AL	36	19.0	2	36.0	36	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
795	knottjo02	2004	1	SDN	NL	9	14	1	3	2	0	0	1.0	0.0	0.0	1	5.0	0.0	0.0	0.0	0.0	0.0	2004	SDN	NL	9	3.0	9	5.0	0	0	0	0	0	0	5	0	0	5	0.0	6.0	0.0
801	konerpa01	2004	1	CHA	AL	155	563	84	156	22	0	41	117.0	1.0	0.0	69	107.0	5.0	6.0	0.0	5.0	23.0	2004	CHA	AL	155	153.0	155	139.0	0	0	139	0	0	0	0	0	0	0	16.0	1.0	0.0
803	koskico01	2004	1	MIN	AL	118	422	68	106	24	2	25	71.0	9.0	3.0	49	103.0	10.0	12.0	0.0	5.0	6.0	2004	MIN	AL	118	113.0	118	115.0	0	0	0	0	115	0	0	0	0	0	1.0	4.0	0.0
804	kotchca01	2004	1	ANA	AL	38	116	7	26	6	0	0	15.0	3.0	0.0	7	11.0	3.0	4.0	0.0	1.0	3.0	2004	ANA	AL	38	27.0	38	34.0	0	0	34	0	0	0	0	0	0	0	2.0	5.0	0.0
805	kotsama01	2004	1	OAK	AL	148	606	78	190	37	3	15	63.0	8.0	5.0	55	70.0	5.0	2.0	5.0	5.0	6.0	2004	OAK	AL	148	140.0	148	145.0	0	0	0	0	0	0	0	145	0	145	1.0	6.0	1.0
806	kroegjo01	2004	1	ARI	NL	22	54	5	9	3	0	0	2.0	0.0	1.0	1	21.0	0.0	0.0	0.0	0.0	2.0	2004	ARI	NL	22	13.0	22	19.0	0	0	0	0	0	0	11	2	8	19	0.0	2.0	3.0
808	krynzda01	2004	1	MIL	NL	16	41	6	9	1	0	0	3.0	0.0	0.0	3	15.0	0.0	3.0	0.0	0.0	0.0	2004	MIL	NL	16	9.0	16	10.0	0	0	0	0	0	0	0	2	8	10	0.0	6.0	1.0
809	kubelja01	2004	1	MIN	AL	23	60	10	18	2	0	2	7.0	1.0	1.0	6	9.0	0.0	0.0	0.0	1.0	0.0	2004	MIN	AL	23	13.0	23	10.0	0	0	0	0	0	0	2	0	8	10	9.0	7.0	0.0
810	labanjo01	2004	1	MON	NL	7	14	0	0	0	0	0	0.0	0.0	0.0	0	4.0	0.0	0.0	0.0	0.0	1.0	2004	MON	NL	7	2.0	7	5.0	0	0	0	2	0	3	0	0	0	0	0.0	3.0	0.0
811	lackejo01	2004	1	ANA	AL	33	2	0	0	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	ANA	AL	33	32.0	2	33.0	33	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
812	lairdge01	2004	1	TEX	AL	49	147	20	33	6	0	1	16.0	0.0	1.0	12	35.0	0.0	2.0	4.0	3.0	5.0	2004	TEX	AL	49	46.0	49	49.0	0	49	0	0	0	0	0	0	0	0	0.0	0.0	0.0
813	lakerti01	2004	1	CLE	AL	44	117	12	25	2	0	3	17.0	0.0	0.0	7	28.0	1.0	1.0	2.0	1.0	5.0	2004	CLE	AL	44	31.0	43	42.0	1	41	0	0	0	0	0	0	0	0	0.0	1.0	2.0
814	lambmi01	2004	1	HOU	NL	112	278	38	80	14	3	14	58.0	1.0	1.0	31	63.0	3.0	0.0	0.0	3.0	4.0	2004	HOU	NL	112	66.0	112	72.0	0	0	10	7	57	0	0	0	0	0	1.0	42.0	0.0
815	laneja01	2004	1	HOU	NL	107	136	21	37	10	2	4	19.0	1.0	0.0	16	33.0	0.0	1.0	1.0	2.0	2.0	2004	HOU	NL	107	23.0	107	79.0	0	0	3	0	0	0	35	17	24	76	0.0	41.0	1.0
816	lankfra01	2004	1	SLN	NL	92	200	36	51	14	1	6	22.0	2.0	2.0	29	55.0	4.0	2.0	0.0	4.0	6.0	2004	SLN	NL	92	45.0	92	70.0	0	0	0	0	0	0	66	4	0	70	0.0	30.0	7.0
817	larkiba01	2004	1	CIN	NL	111	346	55	100	15	3	8	44.0	2.0	0.0	34	39.0	1.0	1.0	2.0	3.0	16.0	2004	CIN	NL	111	81.0	111	85.0	0	0	0	0	0	85	0	0	0	0	0.0	28.0	0.0
818	larocad01	2004	1	ATL	NL	110	324	45	90	27	1	13	45.0	0.0	0.0	27	78.0	1.0	1.0	2.0	2.0	10.0	2004	ATL	NL	110	82.0	110	98.0	0	0	98	0	0	0	0	0	0	0	0.0	18.0	0.0
819	larsobr01	2004	1	CIN	NL	40	118	13	25	6	0	3	14.0	1.0	0.0	14	35.0	0.0	2.0	0.0	1.0	2.0	2004	CIN	NL	40	33.0	40	35.0	0	0	0	0	35	0	0	0	0	0	0.0	6.0	0.0
820	larueja01	2004	1	CIN	NL	114	390	46	98	24	2	14	55.0	0.0	2.0	26	108.0	5.0	24.0	2.0	3.0	7.0	2004	CIN	NL	114	107.0	114	111.0	0	111	0	0	0	0	0	0	1	1	1.0	2.0	1.0
821	lawrebr02	2004	1	SDN	NL	36	62	5	6	1	0	0	2.0	0.0	0.0	3	25.0	0.0	0.0	8.0	0.0	1.0	2004	SDN	NL	36	34.0	34	34.0	34	0	0	0	0	0	0	0	0	0	0.0	1.0	1.0
822	lawtoma02	2004	1	CLE	AL	150	591	109	164	25	0	20	70.0	23.0	9.0	74	84.0	3.0	11.0	0.0	4.0	21.0	2004	CLE	AL	150	145.0	150	142.0	0	0	0	0	0	0	124	0	19	142	3.0	5.0	0.0
824	lecroma01	2004	1	MIN	AL	88	264	25	71	14	0	9	39.0	0.0	0.0	16	60.0	0.0	5.0	0.0	2.0	7.0	2004	MIN	AL	88	65.0	88	48.0	0	26	23	0	0	0	0	0	0	0	30.0	19.0	0.0
825	ledeeri01	2004	1	PHI	NL	73	123	19	35	7	0	7	26.0	2.0	0.0	22	27.0	2.0	0.0	0.0	0.0	5.0	2004	PHI	NL	73	22.0	73	22.0	0	0	0	0	0	0	9	13	1	22	2.0	51.0	0.0
830	leeca01	2004	1	CHA	AL	153	591	103	180	37	0	31	99.0	11.0	5.0	54	86.0	3.0	7.0	0.0	6.0	10.0	2004	CHA	AL	153	153.0	153	148.0	0	0	0	0	0	0	148	0	0	148	5.0	0.0	0.0
831	leecl02	2004	1	CLE	AL	33	3	0	1	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2004	CLE	AL	33	33.0	1	33.0	33	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
833	leede02	2004	1	CHN	NL	161	605	90	168	39	1	32	98.0	12.0	5.0	68	128.0	4.0	8.0	2.0	5.0	14.0	2004	CHN	NL	161	159.0	161	161.0	0	0	161	0	0	0	0	0	0	0	0.0	1.0	0.0
834	leetr01	2004	1	NYA	AL	7	19	1	2	1	0	0	2.0	0.0	0.0	1	3.0	1.0	0.0	0.0	0.0	2.0	2004	NYA	AL	7	4.0	7	6.0	0	0	6	0	0	0	0	0	0	0	0.0	1.0	0.0
836	leicejo01	2004	1	CHN	NL	32	1	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2004	CHN	NL	32	0.0	30	32.0	32	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
837	leiteal01	2004	1	NYN	NL	30	54	0	5	1	0	0	0.0	0.0	0.0	3	30.0	0.0	0.0	2.0	0.0	1.0	2004	NYN	NL	30	30.0	28	30.0	30	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
838	leoneju01	2004	1	SEA	AL	31	102	15	22	5	0	6	13.0	1.0	0.0	9	32.0	0.0	3.0	1.0	0.0	0.0	2004	SEA	AL	31	29.0	31	29.0	0	0	0	0	28	2	0	0	0	0	1.0	2.0	0.0
839	leonjo01	2004	1	BAL	AL	31	66	4	12	2	0	2	8.0	0.0	0.0	2	19.0	0.0	0.0	0.0	1.0	6.0	2004	BAL	AL	31	17.0	31	21.0	0	0	16	0	6	0	0	0	0	0	5.0	7.0	4.0
846	lidgebr01	2004	1	HOU	NL	80	1	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2004	HOU	NL	80	0.0	77	80.0	80	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
847	lidleco01	2004	1	CIN	NL	24	42	2	6	2	0	0	2.0	0.0	0.0	5	23.0	0.0	0.0	4.0	0.0	0.0	2004	CIN	NL	24	24.0	22	24.0	24	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
851	liebejo01	2004	1	NYA	AL	27	3	0	1	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	1.0	2004	NYA	AL	27	27.0	1	27.0	27	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
852	liebemi01	2004	1	PHI	NL	131	476	58	129	31	1	17	61.0	1.0	1.0	37	69.0	2.0	11.0	1.0	4.0	19.0	2004	PHI	NL	131	123.0	131	129.0	0	129	0	0	0	0	0	0	0	0	0.0	5.0	0.0
853	liefeje01	2004	1	MIL	NL	16	28	2	6	2	0	1	5.0	0.0	0.0	2	8.0	0.0	0.0	0.0	1.0	2.0	2004	MIL	NL	16	6.0	16	3.0	0	0	0	0	0	0	0	0	3	3	3.0	9.0	1.0
855	lillyte01	2004	1	TOR	AL	32	3	0	0	0	0	0	0.0	0.0	0.0	0	2.0	0.0	0.0	1.0	0.0	0.0	2004	TOR	AL	32	31.0	3	32.0	32	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
856	limajo01	2004	1	LAN	NL	38	48	1	9	0	0	0	2.0	0.0	0.0	1	19.0	0.0	0.0	8.0	0.0	2.0	2004	LAN	NL	38	24.0	37	36.0	36	0	0	0	0	0	0	0	0	0	0.0	0.0	2.0
858	lindeto01	2004	1	SFN	NL	16	32	6	5	1	0	0	1.0	0.0	0.0	5	7.0	0.0	1.0	2.0	0.0	0.0	2004	SFN	NL	16	6.0	16	11.0	0	0	0	0	0	0	7	0	4	11	0.0	6.0	1.0
859	linebsc01	2004	1	SDN	NL	73	2	0	0	0	0	0	0.0	0.0	0.0	0	2.0	0.0	0.0	1.0	0.0	0.0	2004	SDN	NL	73	0.0	68	73.0	73	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
860	liriape01	2004	1	MIL	NL	11	1	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2004	MIL	NL	11	0.0	11	11.0	11	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
861	littlma01	2004	1	CLE	AL	11	20	0	4	0	0	0	2.0	0.0	0.0	0	7.0	0.0	2.0	0.0	1.0	0.0	2004	CLE	AL	11	6.0	11	11.0	0	0	0	0	0	0	4	5	4	11	0.0	2.0	0.0
862	loaizes01	2004	1	CHA	AL	21	5	0	0	0	0	0	0.0	0.0	0.0	0	2.0	0.0	0.0	0.0	0.0	1.0	2004	CHA	AL	21	21.0	2	21.0	21	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
866	loducpa01	2004	1	LAN	NL	91	349	41	105	18	1	10	49.0	2.0	4.0	22	27.0	0.0	6.0	2.0	2.0	15.0	2004	FLO	NL	52	47.0	52	49.0	0	49	0	0	0	0	0	0	0	0	0.0	5.0	0.0
871	loftoke01	2004	1	NYA	AL	83	276	51	76	10	7	3	18.0	7.0	3.0	31	27.0	1.0	1.0	1.0	4.0	4.0	2004	NYA	AL	83	70.0	83	74.0	0	0	0	0	0	0	0	65	10	74	4.0	9.0	1.0
872	loganno01	2004	1	DET	AL	47	133	12	37	5	2	0	10.0	8.0	2.0	13	24.0	0.0	0.0	5.0	1.0	1.0	2004	DET	AL	47	41.0	47	46.0	0	0	0	0	0	0	0	46	0	46	0.0	0.0	3.0
873	lohseky01	2004	1	MIN	AL	35	3	0	0	0	0	0	0.0	0.0	0.0	0	3.0	0.0	0.0	1.0	0.0	0.0	2004	MIN	AL	35	34.0	2	35.0	35	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
874	longte01	2004	1	SDN	NL	136	288	31	85	19	4	3	28.0	3.0	2.0	19	51.0	4.0	1.0	0.0	5.0	13.0	2004	SDN	NL	136	57.0	136	87.0	0	0	0	0	0	0	61	28	9	87	1.0	58.0	0.0
875	loopebr01	2004	1	NYN	NL	71	2	0	0	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	NYN	NL	71	0.0	69	71.0	71	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
877	lopezfe01	2004	1	CIN	NL	79	264	35	64	18	2	7	31.0	1.0	1.0	25	81.0	0.0	3.0	2.0	1.0	1.0	2004	CIN	NL	79	65.0	79	75.0	0	0	0	2	24	51	0	0	0	0	0.0	2.0	4.0
878	lopezja01	2004	1	BAL	AL	150	579	83	183	33	3	23	86.0	0.0	0.0	47	97.0	4.0	6.0	0.0	6.0	16.0	2004	BAL	AL	150	146.0	150	132.0	0	132	0	0	0	0	0	0	0	0	21.0	4.0	0.0
879	lopezja02	2004	1	COL	NL	64	2	0	0	0	0	0	0.0	0.0	0.0	0	2.0	0.0	0.0	1.0	0.0	0.0	2004	COL	NL	64	0.0	58	64.0	64	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
880	lopezjo01	2004	1	SEA	AL	57	207	28	48	13	0	5	22.0	0.0	1.0	8	31.0	0.0	1.0	1.0	1.0	1.0	2004	SEA	AL	57	55.0	57	57.0	0	0	0	0	1	57	0	0	0	0	0.0	0.0	1.0
881	lopezlu02	2004	1	BAL	AL	56	88	7	16	5	0	1	8.0	0.0	0.0	3	20.0	0.0	1.0	2.0	3.0	1.0	2004	BAL	AL	56	16.0	56	36.0	0	0	6	6	11	14	0	0	0	0	8.0	17.0	5.0
882	lopezlu03	2004	1	MON	NL	11	26	0	4	0	0	0	0.0	0.0	0.0	0	9.0	0.0	1.0	0.0	0.0	1.0	2004	MON	NL	11	6.0	11	8.0	0	0	8	0	0	0	0	0	0	0	0.0	4.0	0.0
883	lopezme01	2004	1	KCA	AL	18	38	4	4	0	0	1	4.0	0.0	0.0	4	9.0	0.0	1.0	1.0	0.0	3.0	2004	KCA	AL	18	10.0	18	17.0	0	0	2	6	4	4	2	0	2	4	0.0	2.0	1.0
884	lopezmi01	2004	1	SEA	AL	6	4	1	1	0	0	0	0.0	0.0	0.0	1	0.0	0.0	1.0	0.0	0.0	0.0	2004	SEA	AL	6	0.0	6	3.0	0	0	0	3	0	0	0	0	0	0	3.0	3.0	2.0
886	loretma01	2004	1	SDN	NL	154	620	108	208	47	2	16	76.0	5.0	3.0	58	45.0	3.0	9.0	4.0	16.0	10.0	2004	SDN	NL	154	154.0	154	154.0	0	0	0	154	0	0	0	0	0	0	0.0	0.0	0.0
887	lowede01	2004	1	BOS	AL	33	4	0	1	1	0	0	1.0	0.0	0.0	0	1.0	0.0	0.0	1.0	0.0	0.0	2004	BOS	AL	33	33.0	2	33.0	33	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
888	lowelmi01	2004	1	FLO	NL	158	598	87	175	44	1	27	85.0	5.0	1.0	64	77.0	8.0	6.0	0.0	3.0	17.0	2004	FLO	NL	158	156.0	158	154.0	0	0	0	0	154	0	0	0	0	0	3.0	2.0	0.0
889	lowryno01	2004	1	SFN	NL	16	33	2	6	2	0	0	0.0	0.0	0.0	0	10.0	0.0	0.0	3.0	0.0	1.0	2004	SFN	NL	16	14.0	14	16.0	16	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
890	ludwiry01	2004	1	CLE	AL	15	50	3	11	2	0	2	4.0	0.0	0.0	2	14.0	0.0	2.0	0.0	0.0	0.0	2004	CLE	AL	15	13.0	15	15.0	0	0	0	0	0	0	0	0	15	15	0.0	0.0	0.0
891	lugoju01	2004	1	TBA	AL	157	581	83	160	41	4	7	75.0	21.0	5.0	54	106.0	0.0	5.0	7.0	8.0	8.0	2004	TBA	AL	157	155.0	157	151.0	0	0	0	8	0	143	0	0	0	0	5.0	2.0	0.0
892	lunahe01	2004	1	SLN	NL	83	173	25	43	7	2	3	22.0	6.0	3.0	13	37.0	0.0	2.0	1.0	3.0	2.0	2004	SLN	NL	83	37.0	83	64.0	0	0	0	19	16	24	8	2	0	10	0.0	28.0	2.0
893	mabryjo01	2004	1	SLN	NL	87	240	32	71	11	0	13	40.0	0.0	1.0	26	63.0	5.0	1.0	5.0	3.0	6.0	2004	SLN	NL	87	62.0	87	82.0	0	0	14	0	20	0	39	1	25	57	0.0	10.0	0.0
895	machaan01	2004	1	CIN	NL	17	56	6	15	5	1	0	4.0	3.0	1.0	10	26.0	2.0	0.0	0.0	0.0	0.0	2004	CIN	NL	17	16.0	17	17.0	0	0	0	0	0	17	0	0	0	0	0.0	0.0	0.0
896	macharo01	2004	1	BAL	AL	37	73	5	11	3	0	1	3.0	0.0	0.0	4	18.0	0.0	0.0	0.0	0.0	2.0	2004	BAL	AL	37	19.0	37	35.0	0	35	0	0	0	0	0	0	0	0	0.0	4.0	0.0
897	maciajo01	2004	1	CHN	NL	98	194	23	52	6	3	3	22.0	4.0	1.0	5	38.0	0.0	2.0	2.0	1.0	2.0	2004	CHN	NL	98	28.0	98	59.0	0	0	0	16	18	0	8	7	13	28	0.0	51.0	3.0
898	mackoro01	2004	1	PIT	NL	155	491	65	121	22	6	17	75.0	13.0	4.0	50	114.0	2.0	6.0	1.0	7.0	3.0	2004	PIT	NL	155	122.0	155	147.0	0	0	1	0	55	0	25	19	79	118	0.0	24.0	1.0
899	maddugr01	2004	1	CHN	NL	34	69	5	11	0	0	0	5.0	1.0	0.0	1	12.0	0.0	0.0	9.0	0.0	1.0	2004	CHN	NL	34	33.0	32	33.0	33	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0
901	madsory01	2004	1	PHI	NL	52	3	0	0	0	0	0	0.0	0.0	0.0	0	2.0	0.0	0.0	1.0	0.0	0.0	2004	PHI	NL	52	1.0	49	52.0	52	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
902	magruch01	2004	1	MIL	NL	56	89	11	21	6	1	2	10.0	0.0	1.0	8	21.0	2.0	2.0	1.0	1.0	3.0	2004	MIL	NL	56	13.0	56	24.0	0	0	0	0	0	0	10	0	16	24	0.0	35.0	2.0
903	mahayro01	2004	1	TEX	AL	60	1	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2004	TEX	AL	60	0.0	4	60.0	60	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0
905	majewga01	2004	1	MON	NL	16	2	0	0	0	0	0	0.0	0.0	0.0	0	2.0	0.0	0.0	0.0	0.0	0.0	2004	MON	NL	16	0.0	16	16.0	16	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
906	majewva01	2004	1	BAL	AL	9	13	3	2	1	0	0	1.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	BAL	AL	9	3.0	9	4.0	0	0	0	0	0	0	0	3	1	4	3.0	3.0	2.0
909	manzajo01	2004	1	FLO	NL	26	1	0	0	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	FLO	NL	26	0.0	25	26.0	26	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
910	marotmi01	2004	1	DET	AL	33	4	0	0	0	0	0	1.0	0.0	0.0	0	3.0	0.0	0.0	1.0	0.0	0.0	2004	DET	AL	33	33.0	2	33.0	33	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
911	marquja01	2004	1	SLN	NL	35	72	6	21	6	0	0	9.0	1.0	0.0	1	17.0	0.0	0.0	2.0	1.0	3.0	2004	SLN	NL	35	32.0	34	32.0	32	0	0	0	0	0	0	0	0	0	0.0	0.0	3.0
912	marreel01	2004	1	ATL	NL	90	250	37	80	18	1	10	40.0	4.0	1.0	23	50.0	1.0	1.0	2.0	4.0	4.0	2004	ATL	NL	90	60.0	90	73.0	0	0	0	0	0	0	47	4	25	73	0.0	19.0	1.0
916	martied01	2004	1	SEA	AL	141	486	45	128	23	0	12	63.0	1.0	0.0	58	107.0	10.0	2.0	0.0	3.0	15.0	2004	SEA	AL	141	118.0	141	0.0	0	0	0	0	0	0	0	0	0	0	122.0	23.0	0.0
917	martipe02	2004	1	BOS	AL	33	2	0	0	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	BOS	AL	33	33.0	1	33.0	33	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
918	martira03	2004	1	CHN	NL	102	260	22	64	15	1	3	30.0	1.0	0.0	26	40.0	3.0	1.0	7.0	4.0	5.0	2004	CHN	NL	102	69.0	102	99.0	0	0	0	6	24	73	0	0	0	0	0.0	12.0	3.0
919	martisa01	2004	1	CLE	AL	1	2	0	0	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	BOS	AL	3	0.0	3	3.0	0	3	0	0	0	0	0	0	0	0	0.0	1.0	0.0
923	martiti02	2004	1	TBA	AL	138	458	63	120	20	1	23	76.0	3.0	1.0	66	72.0	9.0	9.0	0.0	5.0	10.0	2004	TBA	AL	138	128.0	138	114.0	0	0	114	0	0	0	0	0	0	0	19.0	8.0	0.0
928	martivi01	2004	1	CLE	AL	141	520	77	147	38	1	23	108.0	0.0	1.0	60	69.0	11.0	5.0	0.0	6.0	16.0	2004	CLE	AL	141	131.0	141	132.0	0	132	0	0	0	0	0	0	0	0	8.0	9.0	0.0
929	mateohe01	2004	1	MON	NL	40	44	3	12	2	0	0	0.0	2.0	3.0	1	9.0	0.0	0.0	1.0	0.0	1.0	2004	MON	NL	40	1.0	40	10.0	0	0	0	9	0	0	1	0	0	1	0.0	28.0	4.0
931	mateoru01	2004	1	PIT	NL	19	33	4	8	0	0	3	7.0	0.0	0.0	5	6.0	1.0	1.0	0.0	0.0	1.0	2004	KCA	AL	32	23.0	32	30.0	0	0	0	0	0	0	11	5	15	30	0.0	2.0	1.0
935	mathemi01	2004	1	SLN	NL	122	385	28	95	22	1	5	50.0	0.0	2.0	23	83.0	7.0	3.0	5.0	3.0	12.0	2004	SLN	NL	122	110.0	122	122.0	0	122	1	0	0	0	0	0	0	0	0.0	2.0	0.0
936	matoslu01	2004	1	BAL	AL	89	330	36	74	18	0	6	28.0	12.0	4.0	19	60.0	2.0	5.0	3.0	2.0	7.0	2004	BAL	AL	89	85.0	89	89.0	0	0	0	0	0	0	0	89	0	89	0.0	0.0	1.0
937	matsuhi01	2004	1	NYA	AL	162	584	109	174	34	2	31	108.0	3.0	0.0	88	103.0	2.0	3.0	0.0	5.0	11.0	2004	NYA	AL	162	162.0	162	160.0	0	0	0	0	0	0	160	3	0	160	0.0	0.0	0.0
938	matsuka01	2004	1	NYN	NL	114	460	65	125	32	2	7	44.0	14.0	3.0	40	97.0	4.0	2.0	5.0	2.0	3.0	2004	NYN	NL	114	111.0	114	113.0	0	0	0	3	0	110	0	0	0	0	0.0	2.0	1.0
939	matthga02	2004	1	TEX	AL	87	280	37	77	17	1	11	36.0	5.0	1.0	33	64.0	5.0	1.0	0.0	3.0	1.0	2004	TEX	AL	87	77.0	87	85.0	0	0	0	0	0	0	3	30	66	85	1.0	2.0	2.0
941	mauerjo01	2004	1	MIN	AL	35	107	18	33	8	1	6	17.0	1.0	0.0	11	14.0	0.0	1.0	0.0	3.0	1.0	2004	MIN	AL	35	30.0	35	32.0	0	32	0	0	0	0	0	0	0	0	1.0	5.0	0.0
943	mayda02	2004	1	KCA	AL	31	4	0	0	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	KCA	AL	31	31.0	2	31.0	31	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
944	maynebr01	2004	1	ARI	NL	36	94	9	24	6	1	0	10.0	1.0	0.0	13	17.0	4.0	0.0	3.0	1.0	5.0	2004	ARI	NL	36	27.0	36	30.0	0	30	1	0	0	0	0	0	0	0	0.0	8.0	0.0
948	mccarda01	2004	1	BOS	AL	91	151	24	39	8	1	4	17.0	1.0	0.0	14	40.0	0.0	2.0	0.0	1.0	5.0	2004	BOS	AL	91	31.0	89	77.0	3	0	67	0	0	0	10	0	7	17	3.0	23.0	5.0
949	mcconsa02	2004	1	ATL	NL	10	1	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2004	ATL	NL	10	0.0	8	10.0	10	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
950	mccraqu01	2004	1	SEA	AL	19	20	6	3	0	0	0	0.0	1.0	1.0	2	4.0	0.0	0.0	1.0	0.0	1.0	2004	ARI	NL	55	34.0	55	37.0	0	0	0	0	0	0	27	3	10	37	0.0	19.0	0.0
954	mcdonda02	2004	1	BAL	AL	17	32	3	5	1	0	0	1.0	1.0	0.0	2	6.0	0.0	0.0	0.0	0.0	0.0	2004	BAL	AL	17	9.0	17	13.0	0	0	0	0	0	0	1	4	8	13	1.0	2.0	3.0
955	mcdonjo03	2004	1	CLE	AL	66	93	17	19	5	1	2	7.0	0.0	0.0	4	11.0	0.0	0.0	3.0	0.0	2.0	2004	CLE	AL	66	20.0	66	50.0	0	0	0	12	9	30	0	0	0	0	8.0	7.0	19.0
956	mcewijo01	2004	1	NYN	NL	75	138	17	35	3	1	1	16.0	4.0	1.0	9	32.0	4.0	0.0	6.0	1.0	0.0	2004	NYN	NL	75	32.0	75	68.0	0	0	11	34	1	13	8	6	1	15	0.0	11.0	13.0
957	mcgrifr01	2004	1	TBA	AL	27	72	7	13	3	0	2	7.0	0.0	0.0	9	19.0	2.0	0.0	0.0	0.0	1.0	2004	TBA	AL	27	18.0	27	6.0	0	0	6	0	0	0	0	0	0	0	14.0	9.0	0.0
958	mckayco01	2004	1	SLN	NL	35	74	7	17	2	0	0	6.0	0.0	0.0	2	14.0	0.0	2.0	1.0	0.0	3.0	2004	SLN	NL	35	13.0	35	27.0	1	18	1	0	7	0	0	0	0	0	0.0	16.0	1.0
960	mclemma01	2004	1	OAK	AL	77	250	29	62	14	0	2	21.0	0.0	2.0	41	33.0	3.0	1.0	2.0	1.0	4.0	2004	OAK	AL	77	68.0	77	74.0	0	0	0	47	27	0	1	0	0	1	0.0	8.0	0.0
961	mcmilbi01	2004	1	OAK	AL	52	92	10	17	4	0	3	11.0	0.0	1.0	8	22.0	0.0	1.0	0.0	1.0	2.0	2004	OAK	AL	52	16.0	52	24.0	0	0	3	0	0	0	20	0	1	21	6.0	32.0	0.0
962	mcpheda01	2004	1	ANA	AL	16	40	5	9	1	0	3	6.0	1.0	0.0	3	17.0	0.0	0.0	0.0	0.0	0.0	2004	ANA	AL	16	11.0	16	14.0	0	0	0	0	14	0	0	0	0	0	0.0	2.0	2.0
